sample_id,image_path,scene_id,utterance_idx,text,label_text,label_id,split,num_faces,face_paths
dev-u0002975,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2975.jpg,dev-300,2975,You can walk away.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002975__face0.jpg']
dev-u0002976,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2976.jpg,dev-300,2976,Can you please put my dresser back?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002976__face0.jpg']
dev-u0002977,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2977.jpg,dev-300,2977,"Whoa, whoa, whoa, whoa!",negative,0,train,0,[]
dev-u0002978,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2978.jpg,dev-300,2978,"What are you..Oh, no.",negative,0,train,0,[]
dev-u0002979,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2979.jpg,dev-300,2979,Please don't do that. What are you doing?,neutral,1,train,0,[]
dev-u0002980,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2980.jpg,dev-300,2980,What?,neutral,1,train,0,[]
dev-u0002981,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2981.jpg,dev-300,2981,Whoa. What is that?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002981__face0.jpg']
dev-u0002982,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2982.jpg,dev-301,2982,Here we go. All right. Move.,negative,0,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002982__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002982__face1.jpg']"
dev-u0002983,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2983.jpg,dev-301,2983,Sorry about that. It's just nice for them to see a genuine icon like me.,neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002983__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002983__face1.jpg']"
dev-u0002984,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2984.jpg,dev-301,2984,"Fortunately, they'll all be dead soon.",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002984__face0.jpg']
dev-u0002985,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2985.jpg,dev-301,2985,"And before that, we need to find the boy.",positive,2,train,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002985__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002985__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002985__face2.jpg']"
dev-u0002986,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2986.jpg,dev-301,2986,"Well, how do we do that?",neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002986__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002986__face1.jpg']"
dev-u0002987,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2987.jpg,dev-301,2987,We'll wait until he's alone.,neutral,1,train,5,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002987__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002987__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002987__face2.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002987__face3.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002987__face4.jpg']"
dev-u0002988,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2988.jpg,dev-301,2988,"Now, focus on control. Set me down slow and steady.",positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002988__face0.jpg']
dev-u0002989,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2989.jpg,dev-301,2989,Dave? It's Becky.,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002989__face0.jpg']
dev-u0002990,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2990.jpg,dev-301,2990,I'll be back shortly.,positive,2,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002990__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002990__face1.jpg']"
dev-u0002991,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2991.jpg,dev-301,2991,Could you please hide? Hide now. Please.,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002991__face0.jpg']
dev-u0002992,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2992.jpg,dev-301,2992,"Dave, get back here.",neutral,1,train,0,[]
dev-u0002993,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2993.jpg,dev-301,2993,We have important work to do.,positive,2,train,0,[]
dev-u0002994,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2994.jpg,dev-302,2994,Where is she?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002994__face0.jpg']
dev-u0002995,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2995.jpg,dev-302,2995,She?,negative,0,train,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002995__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002995__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002995__face2.jpg']"
dev-u0002996,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2996.jpg,dev-302,2996,"He hasn't told you, has he?",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002996__face0.jpg']
dev-u0002997,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2997.jpg,dev-302,2997,The truth about who's inside the doll?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002997__face0.jpg']
dev-u0002998,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2998.jpg,dev-302,2998,"Sweetheart, you've put your faith in the wrong man.",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002998__face0.jpg']
dev-u0002999,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\2999.jpg,dev-302,2999,"Tell me, have you ever been in love?",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0002999__face0.jpg']
dev-u0003000,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3000.jpg,dev-303,3000,You're in love right now. I can see it in your eyes.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003000__face0.jpg']
dev-u0003001,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3001.jpg,dev-303,3001,"No, no, no, no. Don't deny it.",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003001__face0.jpg']
dev-u0003002,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3002.jpg,dev-303,3002,I wonder what would happen,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003002__face0.jpg']
dev-u0003003,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3003.jpg,dev-303,3003,Shut up.,neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003003__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003003__face1.jpg']"
dev-u0003004,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3004.jpg,dev-303,3004,You'd be no better than the rest of us.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003004__face0.jpg']
dev-u0003005,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3005.jpg,dev-304,3005,"this polluted, dirty piece of earth?",neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003005__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003005__face1.jpg']"
dev-u0003006,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3006.jpg,dev-304,3006,I imagine I want it for the same reason you did.,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003006__face0.jpg']
dev-u0003007,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3007.jpg,dev-304,3007,"I'm in the garment business, so I take that as a testament.",positive,2,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003007__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003007__face1.jpg']"
dev-u0003008,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3008.jpg,dev-304,3008,But I inherited this property from my uncle.,positive,2,train,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003008__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003008__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003008__face2.jpg']"
dev-u0003009,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3009.jpg,dev-304,3009,"Sadly, he had no children of his own.",neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003009__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003009__face1.jpg']"
dev-u0003010,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3010.jpg,dev-304,3010,He was the one that let them put these tanks up here.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003010__face0.jpg']
dev-u0003011,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3011.jpg,dev-304,3011,"So, you see, this place.... can do nothing for me.",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003011__face0.jpg']
dev-u0003012,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3012.jpg,dev-304,3012,I offered to lease this site to you for a very fair price,positive,2,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003012__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003012__face1.jpg']"
dev-u0003013,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3013.jpg,dev-304,3013,Why is that?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003013__face0.jpg']
dev-u0003014,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3014.jpg,dev-304,3014,I like to own the things I use.,positive,2,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003014__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003014__face1.jpg']"
dev-u0003015,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3015.jpg,dev-304,3015,I can see that,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003015__face0.jpg']
dev-u0003016,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3016.jpg,dev-305,3016,You gonna check on the new house?,positive,2,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003016__face0.jpg']
dev-u0003017,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3017.jpg,dev-305,3017,"Yeah, I'll see you back home.",positive,2,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003017__face0.jpg']
dev-u0003018,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3018.jpg,dev-305,3018,Do you need anything else?,positive,2,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003018__face0.jpg']
dev-u0003019,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3019.jpg,dev-305,3019,Okay.,negative,0,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003019__face0.jpg']
dev-u0003020,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3020.jpg,dev-305,3020,I'll be here to pick you up when you get out.,positive,2,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003020__face0.jpg']
dev-u0003021,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3021.jpg,dev-305,3021,Thank you.,positive,2,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003021__face0.jpg']
dev-u0003022,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3022.jpg,dev-305,3022,These men are cowards.,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003022__face0.jpg']
dev-u0003023,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3023.jpg,dev-305,3023,They're too weak to make a living or even fight with their own hands.,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003023__face0.jpg']
dev-u0003024,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3024.jpg,dev-305,3024,And too stupid to think of anything else to do.,neutral,1,val,0,[]
dev-u0003025,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3025.jpg,dev-305,3025,"So, you guys have done what you needed to?",neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003025__face0.jpg']
dev-u0003026,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3026.jpg,dev-306,3026,I'm sorry?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003026__face0.jpg']
dev-u0003027,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3027.jpg,dev-306,3027,"Well, you just said you've done what you needed to do.",positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003027__face0.jpg']
dev-u0003028,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3028.jpg,dev-306,3028,"So, what is it that you've done?",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003028__face0.jpg']
dev-u0003029,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3029.jpg,dev-306,3029,"I'm not exactly sure, you know. I just got here at 4:00.",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003029__face0.jpg']
dev-u0003030,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3030.jpg,dev-306,3030,"My shift's actually up, So..",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003030__face0.jpg']
dev-u0003031,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3031.jpg,dev-306,3031,Right.,positive,2,train,0,[]
dev-u0003032,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3032.jpg,dev-306,3032,"So, you've done nothing?",neutral,1,train,0,[]
dev-u0003033,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3033.jpg,dev-306,3033,"Hey, why'd they want it?",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003033__face0.jpg']
dev-u0003034,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3034.jpg,dev-306,3034,"They wanted the $6,000 worth of fuel that was in it.",neutral,1,train,0,[]
dev-u0003035,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3035.jpg,dev-306,3035,Trucks 14 through 23 are on the road.,negative,0,train,0,[]
dev-u0003036,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3036.jpg,dev-306,3036,Thirty to 33 are just about ready to go.,positive,2,train,0,[]
dev-u0003037,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3037.jpg,dev-306,3037,"Nick, the gasket's good. You should get over there and get going",positive,2,train,0,[]
dev-u0003038,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3038.jpg,dev-307,3038,to try to help our business and the city.,positive,2,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003038__face0.jpg']
dev-u0003039,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3039.jpg,dev-307,3039,But also know that I have never taken anything from anyone.,positive,2,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003039__face0.jpg']
dev-u0003040,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3040.jpg,dev-307,3040,So when you say that we've...,neutral,1,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003040__face0.jpg']
dev-u0003041,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3041.jpg,dev-307,3041,We're on the same side here.,positive,2,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003041__face0.jpg']
dev-u0003042,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3042.jpg,dev-307,3042,"Well, yes and no.",neutral,1,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003042__face0.jpg']
dev-u0003043,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3043.jpg,dev-308,3043,"And because of that, I don't really feel comfortable sitting here..",neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003043__face0.jpg']
dev-u0003044,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3044.jpg,dev-308,3044,pretending like the elephant perched on the corner of my desk isn't there.,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003044__face0.jpg']
dev-u0003045,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3045.jpg,dev-308,3045,"So, you know, I can't go into specifies right now...",neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003045__face0.jpg']
dev-u0003046,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3046.jpg,dev-308,3046,but we believe that you and your company have broken the law,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003046__face0.jpg']
dev-u0003047,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3047.jpg,dev-308,3047,So next week we will be bringing a case against you.,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003047__face0.jpg']
dev-u0003048,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3048.jpg,dev-308,3048,"It's a little awkward, obviously...",neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003048__face0.jpg']
dev-u0003049,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3049.jpg,dev-308,3049,"but, I didn't want to have this happen next week",neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003049__face0.jpg']
dev-u0003050,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3050.jpg,dev-308,3050,"You know, out of respect.",positive,2,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003050__face0.jpg']
dev-u0003051,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3051.jpg,dev-308,3051,You have your job to do.,positive,2,val,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003051__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003051__face1.jpg']"
dev-u0003052,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3052.jpg,dev-308,3052,But know that you're wrong.,neutral,1,val,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003052__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003052__face1.jpg']"
dev-u0003053,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3053.jpg,dev-308,3053,And we will take advantage of every opportunity to prove that.,positive,2,val,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003053__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003053__face1.jpg']"
dev-u0003054,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3054.jpg,dev-308,3054,Abel!,negative,0,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003054__face0.jpg']
dev-u0003055,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\dev\3055.jpg,dev-308,3055,Exactly.,negative,0,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\dev-u0003055__face0.jpg']
